source,target,weight
Itapecerica,São Sebastião do Oeste,45
São João Nepomuceno,Tocantins,90
Coimbra,Muriaé,100
Ferros,Itabira,100
Ibiá,Sacramento,100
Machado,Pouso Alegre,120
Divino das Laranjeiras,Periquito,160
Além Paraíba,Caratinga,300
Itajubá,Paraisópolis,60
Mariana,Timóteo,240
Ervália,Itaverava,200
Cachoeira da Prata,Matozinhos,70
Divinópolis,Santo Antônio do Amparo,145
Fronteira dos Vales,Jequitinhonha,80
Carmo de Minas,São José do Alegre,85
Barbacena,Rio Novo,175
Aimorés,Conselheiro Pena,90
Araxá,Serra do Salitre,90
Braúnas,Dores de Guanhães,90
Novo Cruzeiro,São João Evangelista,360
Teófilo Otoni,Turmalina,360
Materlândia,Senhora do Porto,105
Caxambu,São Gonçalo do Sapucaí,125
Itaobim,Nova Serrana,780
Setubinha,Senhora do Porto,380
Água Boa,Franciscópolis,130
Belo Oriente,Montes Claros,720
Datas,Gouveia,20
Pequi,São José da Varginha,20
Abre Campo,Pocrane,250
Aguanil,Campo Belo,30
Brás Pires,Itaverava,85
Campo Belo,Santana do Jacaré,30
Capelinha,Gouveia,350
Catuji,Montes Claros,600
Fortuna de Minas,Prudente de Morais,70
Heliodora,Natércia,30
Machado,Poço Fundo,25
Olímpio Noronha,Varginha,140
Perdões,São Gonçalo do Sapucaí,175
Itaobim,Perdões,780
Água Boa,Novo Cruzeiro,220
Mirabela,Montalvânia,330
Lagoa Santa,Santana de Pirapama,140
Passos,São Pedro da União,102
Lagoa Formosa,São Gotardo,80
Belo Horizonte,São João do Paraíso,730
Pirapora,São João do Paraíso,430
Pará de Minas,Sete Lagoas,180
Medina,Teófilo Otoni,180
Belo Oriente,Bocaiúva,650
Arceburgo,Muzambinho,80
Lajinha,Manhumirim,80
Carangola,Laranjal,155
Belo Horizonte,Santo Antônio do Itambé,370
Ervália,Piranga,130
Itamogi,Muzambinho,125
Açucena,Bocaiúva,615
Bela Vista de Minas,Coronel Fabriciano,115
Divino,Lajinha,200
Pirapora,Taiobeiras,450
Cachoeira de Minas,Pouso Alegre,45
Goianá,São João Nepomuceno,45
Manhuaçu,Santana do Manhuaçu,45
Martins Soares,São João do Manhuaçu,90
Ibiá,Nova Serrana,140
Fortuna de Minas,Matozinhos,85
Perdões,Teófilo Otoni,635
Água Boa,Peçanha,125
Bela Vista de Minas,Iapu,165
Araçuaí,Ponto dos Volantes,88
Dom Joaquim,Vespasiano,240
Divino das Laranjeiras,Ipatinga,220
Governador Valadares,Novo Oriente de Minas,113
Belo Horizonte,Itaguara,70
Brasilândia de Minas,Pirapora,270
Paraopeba,Prudente de Morais,65
Montes Claros,Teófilo Otoni,700
Itaú de Minas,Muzambinho,185
Alfenas,Alterosa,60
Arcos,Iguatama,30
Betim,Pompéu,240
Cambuquira,Liberdade,210
Campo Belo,Candeias,30
Caratinga,Imbé de Minas,60
Coroaci,Virginópolis,120
Muriaé,Vieiras,60
São João da Mata,Silvianópolis,30
Carmo de Minas,Itajubá,90
Perdões,São Francisco,695
Sardoá,Senhora do Porto,145
Espera Feliz,Muriaé,140
Pouso Alegre,São João del Rei,295
Belo Oriente,Divinolândia de Minas,105
Bandeira do Sul,Botelhos,25
Itanhandu,Pouso Alto,25
Miradouro,Vieiras,25
Areado,Campos Gerais,95
Guaxupé,Monte Santo de Minas,70
Perdões,Santa Juliana,565
Careaçu,Carvalhópolis,115
Alfenas,Três Corações,150
Água Boa,Malacacheta,90
Machacalis,Umburatiba,45
Malacacheta,Teófilo Otoni,90
Ipanema,Mariana,375
Campanha,Careaçu,60
Conselheiro Lafaiete,Entre Rios de Minas,60
Diamantina,Serro,120
Itaverava,Piranga,60
Itaverava,Senhora de Oliveira,60
Matozinhos,Paraopeba,80
Piedade do Rio Grande,São João del Rei,100
Rio Casca,São Pedro dos Ferros,20
Elói Mendes,Jesuânia,155
Itaverava,Senador Firmino,115
Lajinha,Orizânia,170
Dom Joaquim,Lagoa Santa,225
Conselheiro Lafaiete,Porto Firme,130
Ipatinga,Rio Casca,200
Dona Eusébia,Mercês,90
Ponte Nova,Santa Margarida,140
Carmópolis de Minas,Três Pontas,260
Água Boa,Teófilo Otoni,210
Itamarandiba,São Pedro do Suaçuí,95
Ouro Preto,Santa Margarida,250
Andrelândia,Baependi,140
Alfenas,Guaxupé,135
Bambuí,Córrego Danta,45
Bom Despacho,Perdigão,60
Centralina,Ituiutaba,120
Maria da Fé,São Lourenço,75
São Sebastião do Rio Verde,Virgínia,30
Araxá,Espinosa,870
Nacip Raydan,Senhora do Porto,225
Ervália,Visconde do Rio Branco,55
Ipatinga,São Domingos do Prata,110
Ervália,Porto Firme,95
Guaranésia,Itaú de Minas,135
Cachoeira da Prata,Pedro Leopoldo,80
São João Evangelista,Turmalina,280
Itaguara,Três Pontas,290
Coronel Murta,Rubelita,50
Elói Mendes,Varginha,25
Jequeri,Urucânia,25
Lavras,Perdões,25
Guaranésia,Itamogi,75
Belo Horizonte,Lontra,470
Areado,Passos,170
Mariana,Santa Margarida,230
Descoberto,Juiz de Fora,120
Liberdade,Três Corações,240
Novo Cruzeiro,Setubinha,60
Governador Valadares,São João do Manhuaçu,250
Fortuna de Minas,Pedro Leopoldo,95
Coronel Fabriciano,Montes Claros,780
Governador Valadares,Nanuque,270
Araxá,São João do Paraíso,850
Barra Longa,Ponte Nova,60
Piranga,Viçosa,80
Belo Horizonte,Santana do Manhuaçu,445
Belo Horizonte,Serra Azul de Minas,395
Nacip Raydan,Sardoá,90
Brasília de Minas,Perdões,640
Josenópolis,Salinas,120
Manhumirim,Mariana,305
Montes Claros,São Pedro do Suaçuí,445
Governador Valadares,Santa Rita de Minas,170
Lontra,Manga,230
Abre Campo,Santa Margarida,50
Cataguases,Conselheiro Lafaiete,190
Coqueiral,Três Pontas,50
Crisólita,Joaíma,100
Formiga,Pains,50
Lagoa Santa,Santana do Riacho,120
Munhoz,Toledo,30
Franciscópolis,São Pedro do Suaçuí,220
Joanésia,Mesquita,20
Maravilhas,Pequi,20
Iguatama,Perdizes,330
Água Boa,Governador Valadares,285
Coração de Jesus,Jequitaí,85
Martins Soares,Ouro Preto,300
Cambuquira,Paraguaçu,130
Alpinópolis,Areado,105
Juatuba,Pompéu,210
Descoberto,Ubá,90
Paraopeba,Pedro Leopoldo,90
São Bento Abade,Três Corações,45
Coqueiral,Guaxupé,260
Campanário,Pavão,140
Gonzaga,Nacip Raydan,115
Espera Feliz,Leopoldina,220
Itutinga,São João del Rei,70
Liberdade,Lima Duarte,105
Nacip Raydan,Santa Efigênia de Minas,105
Belo Horizonte,Carmésia,270
Alpercata,Fernandes Tourinho,60
Bambuí,Formiga,120
Minas Novas,São João Evangelista,300
Comendador Gomes,Ituiutaba,150
Heliodora,Pouso Alegre,75
Naque,Timóteo,75
Olímpio Noronha,São Lourenço,50
Caxambu,Pouso Alegre,165
Mariana,Martins Soares,280
Governador Valadares,Guanhães,200
Dom Cavati,Manhuaçu,165
Cachoeira da Prata,São José da Lapa,95
Poço Fundo,Pouso Alegre,95
Guaxupé,Santana da Vargem,245
Coronel Fabriciano,Manhuaçu,235
Curvelo,Morro da Garça,55
Pompéu,São Sebastião do Paraíso,390
Itabirito,Manhumirim,335
Formiga,Itapecerica,90
Goianá,Rio Novo,15
Governador Valadares,Itueta,135
Minduri,São Vicente de Minas,30
Congonhas,Dona Eusébia,275
Manga,Mirabela,245
Juiz de Fora,Manhumirim,385
Dionísio,João Monlevade,80
Itapecerica,Oliveira,80
Dores de Guanhães,Ipatinga,165
Monte Azul,Patos de Minas,660
Bambuí,Ibiá,160
Montes Claros,Pedras de Maria da Cruz,135
Coronel Fabriciano,Juiz de Fora,560
Araxá,Monte Azul,840
Coronel Fabriciano,Tarumirim,120
Carlos Chagas,Engenheiro Caldas,345
Alfenas,Poço Fundo,70
Salinas,Uberlândia,780
Ipatinga,Rio Pomba,480
Coimbra,Mariana,160
Inconfidentes,Itajubá,160
Ponte Nova,Santa Cruz do Escalvado,50
Cataguases,Juiz de Fora,180
Durandé,Rio Casca,150
Juiz de Fora,Pedro Teixeira,75
Senhora do Porto,Virgolândia,210
Coluna,Timóteo,370
Itabira,Santa Efigênia de Minas,275
Carandaí,Rio Pomba,150
Bocaiúva,Guanhães,495
Alto Rio Doce,Divinésia,80
Bicas,Rochedo de Minas,20
Cambuí,Estiva,20
Campanário,Novo Oriente de Minas,160
Centralina,Fronteira,240
Coimbra,Tabuleiro,120
Coroaci,Senhora do Porto,180
Felisburgo,Jequitinhonha,80
Itabira,Santa Maria de Itabira,40
Rochedo de Minas,São João Nepomuceno,20
Tupaciguara,Uberlândia,60
Ipatinga,Resplendor,230
Ponte Nova,Tabuleiro,210
Cambuquira,Olímpio Noronha,65
Descoberto,Piraúba,45
Leopoldina,Palma,45
Monte Carmelo,Uberaba,210
Alfredo Vasconcelos,Congonhas,105
Belo Horizonte,Padre Paraíso,420
Além Paraíba,Ipatinga,345
Juiz de Fora,Tabuleiro,80
Cássia,São Sebastião do Paraíso,60
Alfenas,Nepomuceno,140
Conselheiro Lafaiete,Rio Novo,245
Coronel Fabriciano,Olhos-d'Água,640
Capela Nova,Ressaquinha,60
Engenheiro Caldas,São João do Oriente,30
São João do Oriente,Sobrália,30
Campos Altos,Santa Juliana,213
Cataguases,Maripá de Minas,95
Manhuaçu,Ouro Preto,275
Bias Fortes,Juiz de Fora,105
Santa Margarida,Urucânia,110
Aimorés,Galiléia,97
Araçuaí,Salinas,150
Japonvar,Varzelândia,75
Monte Sião,Pouso Alegre,120
Conselheiro Pena,Ipatinga,185
Lambari,Varginha,110
Bertópolis,Teófilo Otoni,215
Alvinópolis,Rio Piracicaba,45
Guaraciaba,Ponte Nova,45
Juiz de Fora,Santa Bárbara do Monte Verde,90
Pirapetinga,Recreio,45
Piraúba,Santa Bárbara do Tugúrio,90
João Monlevade,Perdões,320
Conselheiro Lafaiete,Piraúba,205
Espera Feliz,João Monlevade,237
Itabira,Novo Cruzeiro,575
Catas Altas,Coronel Fabriciano,210
Astolfo Dutra,Congonhas,265
Pocrane,Rio Casca,275
Frutal,Ituiutaba,180
Guaxupé,Monte Belo,60
Campos Gerais,Guaxupé,190
São Gonçalo do Rio Preto,Presidente Juscelino,190
Santa Maria de Itabira,Virgolândia,330
Alterosa,Passos,150
Itabirito,Rio Casca,210
Muriaé,Palma,75
Bicas,Leopoldina,80
Itabirito,Martins Soares,330
Gouveia,Inimutaba,110
Alpercata,Manhuaçu,225
Brazópolis,Paraisópolis,30
Conselheiro Lafaiete,Ervália,220
Novo Cruzeiro,São Pedro do Suaçuí,300
Araguari,Uberlândia,40
Bocaiúva,São José do Jacuri,370
Centralina,Monte Alegre de Minas,50
Felisburgo,Joaíma,50
Inhaúma,Sete Lagoas,20
Laranjal,Manhumirim,210
Belo Horizonte,Inhaúma,120
Brás Pires,Senador Firmino,30
Cabo Verde,Muzambinho,35
Conselheiro Lafaiete,Itabirito,90
Coronel Murta,Salinas,90
Crucilândia,Itatiaiuçu,70
Divinolândia de Minas,Timóteo,180
Guarani,Piraúba,15
Inconfidentes,Monte Sião,60
Manhuaçu,Simonésia,45
Nepomuceno,Varginha,115
Olímpio Noronha,Três Corações,90
Papagaios,Pequi,35
Alvorada de Minas,Belo Horizonte,300
Guanhães,Malacacheta,270
Muzambinho,Santana da Vargem,210
Manhumirim,Ouro Preto,315
Manhuaçu,Mariana,255
Malacacheta,São João Evangelista,210
Ponte Nova,Santana do Manhuaçu,205
Galiléia,Ipatinga,160
Governador Valadares,Marilac,75
Janaúba,Montezuma,270
Catuji,Ponto dos Volantes,60
Lajinha,Mutum,60
Água Boa,Guanhães,180
Espinosa,Perdões,840
Maravilhas,Matozinhos,115
Guaxupé,Nepomuceno,280
Bonfinópolis de Minas,Riachinho,55
Divisa Nova,Poços de Caldas,110
Divino,Manhuaçu,90
Bom Jardim de Minas,Elói Mendes,320
Boa Esperança,Campos Gerais,45
Catas Altas da Noruega,Senador Firmino,90
Bandeira do Sul,Varginha,175
Ouro Preto,São João del Rei,170
Carmo de Minas,Jesuânia,40
Montes Claros,São João Evangelista,505
Belo Horizonte,Santo Antônio do Rio Abaixo,247
São João Evangelista,Senhora do Porto,75
José Raydan,São Pedro do Suaçuí,35
Juiz de Fora,São João Nepomuceno,95
Belo Horizonte,Berilo,685
Alfenas,Passos,210
Bocaiúva,Carbonita,210
Brás Pires,Catas Altas da Noruega,60
Brás Pires,Ubá,60
Guapé,Santana da Vargem,120
Itabira,Sabinópolis,210
Japonvar,São João da Ponte,30
Mercês,Ubá,90
Santo Antônio do Itambé,Serra Azul de Minas,30
Timóteo,Ubaporanga,115
Governador Valadares,Jacinto,455
Abre Campo,Fervedouro,140
Itabira,Setubinha,510
Frei Inocêncio,Nanuque,240
Gonzaga,Itabira,260
Matozinhos,Papagaios,130
Pedrinópolis,Perdões,540
Abadia dos Dourados,Estrela do Sul,50
Andrelândia,Bom Jardim de Minas,50
Divinolândia de Minas,Gonzaga,25
Itabira,Nova Era,50
Bocaiúva,Coronel Fabriciano,690
Paineiras,Três Marias,170
Bom Despacho,Leandro Ferreira,70
Confins,Sete Lagoas,45
Curvelo,Monjolos,110
Gonzaga,Sabinópolis,110
Gonzaga,Santa Maria de Itabira,220
Guarará,Juiz de Fora,65
Divinópolis,Iguatama,150
Divinolândia de Minas,Sabinópolis,85
Coroaci,Santa Maria de Itabira,295
Divinolândia de Minas,Olhos-d'Água,480
Bela Vista de Minas,Ipaba,145
Rio Pomba,Teixeiras,145
Nova Serrana,São João del Rei,330
Dores do Indaiá,Perdigão,165
Belmiro Braga,Matias Barbosa,40
Entre Rios de Minas,São Brás do Suaçuí,20
Congonhal,Santa Rita de Caldas,60
Ponte Nova,Santo Antônio do Grama,60
Sabinópolis,Santa Efigênia de Minas,120
Bandeira do Sul,Elói Mendes,150
Bom Jardim de Minas,São Vicente de Minas,75
Coroaci,Gonzaga,75
Brasilândia de Minas,Presidente Olegário,205
Alfenas,Boa Esperança,90
Guanhães,Santa Efigênia de Minas,90
Galiléia,Periquito,120
Santa Vitória,Uberlândia,240
Elói Mendes,Passos,270
Arapuá,Luz,135
Muriaé,Rio Pomba,200
Bicas,Cataguases,115
Ipanema,Itabirito,425
Campos Altos,Formiga,195
Carlos Chagas,Frei Inocêncio,195
Itambacuri,Novo Oriente de Minas,130
Itamarandiba,Timóteo,420
Tabuleiro,Visconde do Rio Branco,95
Guaxupé,São Sebastião do Paraíso,110
Papagaios,Prudente de Morais,110
Belo Horizonte,Fortuna de Minas,140
Coronel Fabriciano,Rio Pomba,450
Belo Horizonte,Santa Margarida,360
Catuji,Teófilo Otoni,60
Jesuânia,Varginha,120
Juiz de Fora,Rio Preto,120
Japonvar,Montalvânia,300
Conselheiro Lafaiete,Guarani,215
Franciscópolis,Guanhães,290
Descoberto,Tocantins,70
Senhora do Porto,Virginópolis,70
Abadia dos Dourados,Uberlândia,120
Boa Esperança,Muzambinho,195
Cristiano Otoni,Ouro Branco,55
Lajinha,Manhuaçu,105
Janaúba,Perdões,705
Guanhães,Timóteo,210
Paraguaçu,Passos,240
Belo Horizonte,Brás Pires,240
Piraúba,Rio Pomba,25
Água Boa,Setubinha,150
Araçuaí,Leme do Prado,150
Abaeté,Moema,150
Belo Horizonte,Santa Bárbara,145
Ipatinga,São José do Goiabal,145
Francisco Sá,Montes Claros,60
Sabinópolis,Senhora do Porto,60
Carlos Chagas,Governador Valadares,215
Maravilhas,Prudente de Morais,95
Divinolândia de Minas,Montes Claros,600
Alfenas,Monte Belo,70
Caetanópolis,Matozinhos,70
Ouro Fino,Pouso Alegre,70
Rio Casca,Santa Margarida,80
Belo Horizonte,Braúnas,360
Centralina,Frutal,180
Curral de Dentro,Montes Claros,270
Itabirito,Manhuaçu,315
São João del Rei,Três Marias,450
Biquinhas,Três Marias,145
Carmo de Minas,Maria da Fé,55
Araguari,Guimarânia,240
Carbonita,Coluna,120
Belo Horizonte,Prudente de Morais,65
Areado,Nepomuceno,180
Bom Despacho,Quartel Geral,140
Campos Gerais,Muzambinho,155
Cambuquira,Carmo de Minas,90
Conceição do Mato Dentro,Guanhães,120
Desterro de Entre Rios,Entre Rios de Minas,50
Guaxupé,Itaú de Minas,150
Inhapim,Santa Rita de Minas,50
Paraguaçu,Três Corações,100
Itaobim,Ponto dos Volantes,20
Belo Horizonte,Monte Azul,605
Ipatinga,Santa Rita de Minas,125
Muzambinho,Santo Antônio do Amparo,300
Alfenas,Santo Antônio do Amparo,205
Campestre,Elói Mendes,130
Juiz de Fora,Alto Jequitibá,360
Bicas,Recreio,120
Bandeira do Sul,Cabo Verde,55
Cachoeira da Prata,Papagaios,55
Coimbra,Juiz de Fora,190
Almenara,Engenheiro Caldas,515
Lagoa Formosa,Rio Paranaíba,90
Aiuruoca,Lima Duarte,140
Belo Horizonte,Desterro de Entre Rios,200
Catas Altas,Timóteo,200
Santa Efigênia de Minas,Senhora do Porto,130
Itabira,Ouro Preto,225
Boa Esperança,Três Pontas,50
Abaeté,Luz,110
Mateus Leme,Pedra do Indaiá,120
Romaria,Uberaba,180
Boa Esperança,Carmo do Rio Claro,110
Fervedouro,Laranjal,110
Alvorada de Minas,Presidente Kubitschek,75
Ervália,Viçosa,50
Iapu,Tarumirim,50
Lambari,Olímpio Noronha,25
Inhapim,Manhuaçu,140
Cataguases,Guarará,105
Curral de Dentro,Medina,145
Arcos,Pains,40
Conselheiro Pena,Cuparaque,80
Monte Belo,Santo Antônio do Amparo,270
Ipatinga,Viçosa,340
Caetanópolis,Prudente de Morais,55
Caratinga,Dom Cavati,55
Papagaios,São José da Varginha,55
Rio Pomba,Timóteo,440
Fernandes Tourinho,Iapu,70
Muriaé,Porto Firme,140
Ipatinga,Manhuaçu,215
Monte Belo,Santana da Vargem,175
Bertópolis,Campanário,265
Guanhães,Senhora do Porto,30
Indaiabira,São João do Paraíso,60
Malacacheta,Minas Novas,240
Divinolândia de Minas,Itabira,230
Guanhães,Montes Claros,540
Borda da Mata,Monte Sião,80
Dom Silvério,São Domingos do Prata,65
Bocaiúva,Divinolândia de Minas,530
Curvelo,Datas,100
Dom Cavati,São João do Manhuaçu,155
Bambuí,Perdões,195
Carlos Chagas,Teófilo Otoni,90
Coimbra,Itaverava,165
Diamantina,Senador Modestino Gonçalves,110
Santa Maria de Itabira,Setubinha,460
Iapu,Manhuaçu,170
Itabira,Mariana,190
Estrela do Sul,Patos de Minas,210
Araxá,Carmo do Paranaíba,260
Arcos,Japaraíba,40
Astolfo Dutra,Leopoldina,60
Iapu,Sobrália,60
Manhuaçu,Timóteo,240
Bom Jardim de Minas,Paraguaçu,340
Conselheiro Lafaiete,Viçosa,165
Itabira,Itabirito,270
Presidente Juscelino,Serro,150
Bom Despacho,Luz,65
Olhos-d'Água,São João Evangelista,370
Olhos-d'Água,Virginópolis,455
Formiga,Oliveira,140
Iapu,Timóteo,70
São Gonçalo do Rio Preto,Gouveia,120
Pocrane,Simonésia,120
Pompéu,Sete Lagoas,120
Espera Feliz,Laranjal,170
Juiz de Fora,Visconde do Rio Branco,170
Cambuquira,Jesuânia,50
Cláudio,Divinópolis,50
Dom Cavati,Santa Rita de Minas,75
Iapu,Santa Rita de Minas,80
Divinolândia de Minas,Santa Maria de Itabira,190
Coimbra,Itabirito,220
Ipatinga,Santa Bárbara do Leste,140
Coronel Fabriciano,São Domingos do Prata,85
Guaxupé,Santo Antônio do Amparo,340
Lontra,Montalvânia,290
Guanhães,Olhos-d'Água,415
Capelinha,Presidente Juscelino,390
Jequitinhonha,Teófilo Otoni,210
Coronel Pacheco,Mercês,90
Diamantina,Itamarandiba,180
Minas Novas,Veredinha,60
Boa Esperança,Guaxupé,220
Alpercata,Ubaporanga,100
Belo Horizonte,Três Pontas,400
Governador Valadares,Santa Maria do Suaçuí,235
Catas Altas da Noruega,Coimbra,140
Lagoa Dourada,Prados,35
São João del Rei,São Vicente de Minas,70
Montes Claros,São José do Jacuri,420
Coronel Fabriciano,Santa Rita de Minas,145
Ouro Preto,Ressaquinha,145
Cachoeira Dourada,Ituiutaba,80
Curvelo,Três Marias,130
Abre Campo,Itabirito,180
Alvorada de Minas,Santo Antônio do Itambé,90
Areado,Santo Antônio do Amparo,245
Conselheiro Pena,Naque,140
Malacacheta,Senhora do Porto,290
Cláudio,Oliveira,60
Belo Horizonte,Chapada do Norte,630
Rio Casca,Timóteo,160
Franciscópolis,São João Evangelista,250
Ipatinga,Ubá,420
Buenópolis,São Francisco,320
Santana de Pirapama,Sete Lagoas,90
Ipatinga,São João do Manteninha,290
Conceição de Ipanema,Manhuaçu,60
Coronel Pacheco,Ubá,100
Araçuaí,Rubelita,103
Barbacena,Congonhas,110
Belo Horizonte,Pocrane,550
Ponto dos Volantes,Teófilo Otoni,117
Muzambinho,Nepomuceno,240
Juiz de Fora,Recreio,170
Araguari,Patos de Minas,290
São José do Jacuri,Timóteo,320
Almenara,Jequitinhonha,40
Arinos,Pintópolis,120
Bocaiúva,Francisco Dumont,60
Bocaiúva,Montes Claros,40
Campestre,Poços de Caldas,60
Campos Altos,Rio Paranaíba,100
Capelinha,Malacacheta,150
Capitão Enéas,Janaúba,80
Catas Altas da Noruega,Conselheiro Lafaiete,50
Catuji,Padre Paraíso,25
Catuti,Monte Azul,60
Central de Minas,Divino das Laranjeiras,30
Contagem,Itinga,480
Coração de Jesus,São João da Lagoa,20
Divinópolis,Leandro Ferreira,90
Divisa Alegre,Salinas,120
Dom Silvério,João Monlevade,90
Governador Valadares,Itaobim,240
Indianópolis,Uberlândia,60
Itabirinha,Nova Belém,30
Itacarambi,Januária,60
Itamarandiba,Turmalina,150
Itapagipe,Planura,105
Japonvar,Manga,220
Jequitinhonha,Rubim,80
Juiz de Fora,Santos Dumont,40
Manga,Montalvânia,60
Miradouro,Muriaé,30
Montalvânia,São João das Missões,100
Pedra Azul,Teófilo Otoni,200
Prata,Uberlândia,60
Rio Casca,Viçosa,120
Sabinópolis,Serro,60
São Francisco,Urucuia,120
Uberaba,Veríssimo,60
Arapuá,Nova Serrana,195
Itambacuri,Pavão,165
Santa Bárbara do Leste,Timóteo,165
Governador Valadares,Virginópolis,150
Franciscópolis,Santa Maria de Itabira,430
Bocaiúva,Capitão Enéas,120
Itabira,Materlândia,240
Manhuaçu,Ubaporanga,120
Durandé,São João do Manhuaçu,105
Montes Claros,Virginópolis,570
Coluna,Montes Claros,385
Formiga,Pimenta,50
Bom Sucesso,Ritápolis,120
Caxambu,Varginha,120
Crisólita,Machacalis,60
Santa Maria de Itabira,Sardoá,240
Santa Rosa da Serra,São Gotardo,60
Campanário,Crisólita,170
Novo Cruzeiro,Santa Maria de Itabira,510
Coronel Fabriciano,Santa Bárbara do Leste,160
Barbacena,Santa Rita de Ibitipoca,90
Itutinga,Lavras,45
Juiz de Fora,São Vicente de Minas,210
Juiz de Fora,Porto Firme,250
Ibiá,Perdões,370
Fervedouro,Ipatinga,240
Crisólita,Itambacuri,200
Durandé,Orizânia,125
Abaeté,Três Marias,210
Conceição das Pedras,Natércia,30
Itumirim,Itutinga,30
Rio Pomba,Tocantins,30
Almenara,Itambacuri,300
João Monlevade,Ouro Preto,190
Barbacena,Capela Nova,80
Conselheiro Lafaiete,Ouro Preto,80
Datas,Presidente Juscelino,80
Espinosa,Frutal,1120
Itueta,Naque,180
Bocaiúva,Virginópolis,505
Alfenas,Conceição da Aparecida,90
Comendador Gomes,Frutal,50
Congonhas,Cristiano Otoni,50
Engenheiro Caldas,Iapu,50
Teófilo Otoni,Três Corações,600
Coronel Fabriciano,Viçosa,315
Bom Sucesso,Oliveira,70
Campos Altos,Perdizes,195
Barbacena,São João Nepomuceno,190
Dom Cavati,Santa Bárbara do Leste,90
Abadia dos Dourados,Indianópolis,111
Coromandel,Indianópolis,111
Araxá,Janaúba,720
Belo Oriente,Coluna,260
Inhapim,Santa Bárbara do Leste,65
Divinópolis,Perdões,170
Montezuma,Porteirinha,210
Gouveia,Itamarandiba,225
Antônio Dias,Timóteo,40
Candeias,Formiga,60
Catas Altas,Santa Bárbara,20
Catas Altas da Noruega,Itaverava,20
Dores de Campos,Juiz de Fora,160
Onça de Pitangui,Pitangui,20
Santana do Jacaré,Santo Antônio do Amparo,40
Crucilândia,São Joaquim de Bicas,95
Iapu,Santa Bárbara do Leste,95
Lontra,São João das Missões,190
Catuji,Itaobim,75
Minas Novas,Senador Modestino Gonçalves,225
Bom Jardim de Minas,Três Corações,240
Coluna,São Pedro do Suaçuí,55
Contagem,Divinópolis,150
Bocaiúva,São João Evangelista,420
Patos de Minas,Presidente Olegário,40
Guaxupé,Itamogi,90
Catas Altas da Noruega,Senhora de Oliveira,35
Capitão Enéas,Monte Azul,170
Rio Doce,São Domingos do Prata,85
Inconfidentes,Piranguinho,135
Carmo de Minas,Pouso Alegre,150
Engenheiro Caldas,Manhuaçu,180
Espinosa,Patrocínio,790
Juiz de Fora,Prados,180
Machacalis,Pavão,80
Jequitaí,Uberaba,600
Juiz de Fora,Rio Casca,330
Minas Novas,Teófilo Otoni,345
Ipuiúna,Pouso Alegre,60
Juatuba,Leandro Ferreira,120
Santa Efigênia de Minas,Sardoá,15
Itaverava,Porto Firme,90
São João do Manteninha,Timóteo,320
Coronel Fabriciano,Fervedouro,260
Ipanema,Rio Casca,215
Dom Joaquim,Guanhães,70
Carandaí,Ouro Preto,125
Morada Nova de Minas,Pompéu,180
Santa Efigênia de Minas,Santa Maria de Itabira,220
Governador Valadares,Sabinópolis,215
Águas Formosas,Teófilo Otoni,120
Itaguara,Itatiaiuçu,40
São João Evangelista,Virginópolis,80
Carbonita,Timóteo,465
Fronteira,Uberlândia,240
Raul Soares,Ubá,145
Ipatinga,Itambacuri,250
Alpinópolis,Monte Belo,130
Montalvânia,Pedras de Maria da Cruz,260
Ipatinga,Juiz de Fora,540
Diamantina,Presidente Kubitschek,75
Guarani,Rio Novo,25
Minas Novas,São Pedro do Suaçuí,235
Betim,Igaratinga,85
Governador Valadares,Ubaporanga,120
Papagaios,Sete Lagoas,95
Muriaé,Piraúba,165
Conceição da Aparecida,Passos,120
Minas Novas,Poté,285
Alfenas,Bom Jardim de Minas,360
Pouso Alegre,Santa Rita do Sapucaí,25
Conceição do Mato Dentro,Senhora do Porto,90
Itabirito,Urucânia,180
Corinto,São Francisco,390
Arapuá,Belo Horizonte,320
Arcos,Formiga,40
Barbacena,Ouro Branco,110
Brás Pires,Divinésia,50
Campanário,Poté,120
Cantagalo,São João Evangelista,20
Capinópolis,Ipiaçu,50
Coimbra,Teixeiras,40
Fernandes Tourinho,Ipatinga,110
Franciscópolis,Itabira,460
Gouveia,Presidente Juscelino,50
Itajubá,São José do Alegre,30
Leandro Ferreira,Nova Serrana,30
Mercês,Tabuleiro,50
Orizânia,São João do Manhuaçu,20
Rio Casca,Rio Pomba,240
Santa Rita de Minas,Timóteo,150
São Miguel do Anta,Viçosa,30
Dores de Campos,Santos Dumont,105
Muriaé,Orizânia,105
Ibituruna,São João del Rei,85
Juiz de Fora,Ponte Nova,270
Coluna,Olhos-d'Água,260
Caratinga,Manhuaçu,100
São Francisco,Sete Lagoas,550
Campanha,São Lourenço,100
Cataguases,Leopoldina,20
Campos Altos,Pedrinópolis,220
Divinolândia de Minas,Governador Valadares,135
Boa Esperança,Monte Belo,160
Luz,Quartel Geral,80
Maravilhas,Sete Lagoas,80
Carmo de Minas,Santa Rita do Sapucaí,115
Bom Jardim de Minas,Cambuquira,210
Belo Horizonte,São Sebastião do Rio Preto,227
Barbacena,Senhora dos Remédios,60
Carmésia,Ferros,60
Ouro Preto,Ubá,230
Alpinópolis,Três Pontas,195
Carmo de Minas,Três Corações,110
Itambacuri,Padre Paraíso,160
Astolfo Dutra,Mercês,75
Campos Gerais,Perdões,100
